original average,supression average,total_sum,total_element,m,M,average_laplace,average_gaussian,difference_laplace_supression,difference_gaussian_supression
42.82262322623226,42.864835972472775,1283116,29934,0.1,0.7,42.85198323490273,42.817067113244136,0.029360008670472837,0.0055561129881240845
42.82262322623226,42.690873600764846,1071669,25103,0.1,0.8,42.688410778500135,42.708514615814636,0.13421244773212493,0.11410861041762388
42.82262322623226,42.78508992263639,851680,19906,0.1,0.9,42.80302299770754,42.738338042052405,0.019600228524723207,0.08428518417985487
42.82262322623226,42.791867690401546,2279480,53269,0.2,0.2,42.794039458694385,42.85362179723853,0.028583767537874394,0.030998571006271902
42.82262322623226,42.75637615719263,2073727,48501,0.2,0.3,42.75224280141726,42.81629294401861,0.07038042481499929,0.006330282213646399
42.82262322623226,42.84153245372831,1854053,43277,0.2,0.4,42.841844233731535,42.83421038219931,0.0192210074992758,0.011587155967049512
42.82262322623226,42.75471796748393,1635710,38258,0.2,0.5,42.75658684653734,42.71890769238377,0.06603637969492127,0.10371553384848653
42.82262322623226,42.94124158563949,1435311,33425,0.2,0.6,42.94417738667723,42.973227815789265,0.12155416044497258,0.1506045895570054
42.82262322623226,42.88899410774411,1222851,28512,0.2,0.7,42.892225455315476,42.924665360463166,0.06960222908321612,0.10204213423090636
42.82262322623226,42.747874385815,1000514,23405,0.2,0.8,42.76485267183626,42.791190083231925,0.05777055439600076,0.03143314300033495
